Country,Type,Year,AverageTemperature,TemperatureDifference,AverageTemperatureUncertainty,BaseTemperature
Zambia,C,1935,21.091583333333336,0.0883250000000082,0.5985,21.003258333333328
Zambia,C,1936,20.861083333333333,-0.1421749999999946,0.462,21.003258333333328
Zambia,C,1937,20.870583333333332,-0.13267499999999544,0.7384166666666667,21.003258333333328
Zambia,C,1938,21.31741666666667,0.3141583333333422,0.37483333333333335,21.003258333333328
Zambia,C,1939,20.834083333333332,-0.16917499999999563,0.291,21.003258333333328
Zambia,C,1940,21.19483333333333,0.19157500000000383,0.298,21.003258333333328
Zambia,C,1966,21.667,0.6637416666666738,0.27,21.003258333333328
Zambia,C,1944,21.42391666666667,0.4206583333333427,0.2925833333333333,21.003258333333328
Zambia,C,1968,21.247333333333334,0.24407500000000582,0.31875000000000003,21.003258333333328
Zambia,C,2002,22.292416666666668,1.28915833333334,0.46974999999999995,21.003258333333328
Zambia,C,1993,21.711583333333333,0.7083250000000056,0.5313333333333333,21.003258333333328
Zambia,C,1994,21.84658333333333,0.8433250000000037,0.5281666666666668,21.003258333333328
Zambia,C,1995,22.45141666666667,1.4481583333333425,0.35975000000000007,21.003258333333328
Zambia,C,1996,22.018083333333333,1.0148250000000054,0.4263333333333334,21.003258333333328
Zambia,C,1997,21.949749999999998,0.9464916666666703,0.34366666666666673,21.003258333333328
Zambia,C,1998,22.300666666666668,1.2974083333333404,0.4819166666666667,21.003258333333328
Zambia,C,1999,21.451750000000004,0.4484916666666763,0.5125833333333333,21.003258333333328
Zambia,C,2000,21.55875,0.555491666666672,0.4144166666666667,21.003258333333328
Zambia,C,2001,21.80241666666667,0.7991583333333416,0.5053333333333333,21.003258333333328
Zambia,C,2003,22.15675,1.153491666666671,0.44025000000000003,21.003258333333328
Zambia,C,1991,21.628916666666665,0.6256583333333374,0.43941666666666673,21.003258333333328
Zambia,C,2004,21.768083333333333,0.7648250000000054,0.42383333333333334,21.003258333333328
Zambia,C,2005,22.813499999999994,1.8102416666666663,0.47491666666666665,21.003258333333328
Zambia,C,2006,21.784249999999997,0.7809916666666687,0.4233333333333333,21.003258333333328
Zambia,C,2007,21.8385,0.835241666666672,0.49008333333333337,21.003258333333328
Zambia,C,2008,21.535833333333333,0.5325750000000049,0.4851666666666666,21.003258333333328
Zambia,C,2009,21.670250000000006,0.6669916666666786,0.4916666666666667,21.003258333333328
Zambia,C,2010,22.2675,1.2642416666666705,0.4832500000000001,21.003258333333328
Zambia,C,2011,21.77158333333333,0.7683250000000008,0.4951666666666666,21.003258333333328
Zambia,C,1969,21.54341666666667,0.5401583333333413,0.27291666666666664,21.003258333333328
Zambia,C,1992,22.414666666666665,1.4114083333333376,0.4359166666666667,21.003258333333328
Zambia,C,2012,21.69775,0.6944916666666714,0.5865833333333333,21.003258333333328
Zambia,C,1990,22.219333333333335,1.2160750000000071,0.435,21.003258333333328
Zambia,C,1980,21.337666666666667,0.3344083333333394,0.3525833333333333,21.003258333333328
Zambia,C,1971,21.190333333333335,0.1870750000000072,0.24066666666666667,21.003258333333328
Zambia,C,1972,21.401083333333332,0.39782500000000454,0.2715,21.003258333333328
Zambia,C,1973,21.479166666666668,0.47590833333334004,0.3735,21.003258333333328
Zambia,C,1974,20.784250000000004,-0.21900833333332415,0.23883333333333334,21.003258333333328
Zambia,C,1975,21.109416666666664,0.10615833333333669,0.2594166666666667,21.003258333333328
Zambia,C,1976,20.826249999999998,-0.17700833333332966,0.2804166666666667,21.003258333333328
Zambia,C,1977,21.5615,0.558241666666671,0.32841666666666663,21.003258333333328
Zambia,C,1978,21.16208333333333,0.15882500000000377,0.334,21.003258333333328
Zambia,C,1979,21.379166666666666,0.3759083333333386,0.3406666666666667,21.003258333333328
Zambia,C,1970,21.631333333333334,0.6280750000000062,0.24791666666666667,21.003258333333328
Zambia,C,1981,21.247833333333332,0.24457500000000465,0.3705833333333333,21.003258333333328
Zambia,C,1983,22.34608333333333,1.3428250000000013,0.3489166666666667,21.003258333333328
Zambia,C,1984,21.673833333333334,0.6705750000000066,0.3805,21.003258333333328
Zambia,C,1985,21.33183333333333,0.3285750000000007,0.42475,21.003258333333328
Zambia,C,1986,21.29408333333333,0.29082500000000167,0.3660833333333333,21.003258333333328
Zambia,C,1987,22.30858333333333,1.3053250000000034,0.447,21.003258333333328
Zambia,C,1988,21.88508333333333,0.8818250000000027,0.37074999999999997,21.003258333333328
Zambia,C,1989,21.644000000000002,0.6407416666666741,0.5475,21.003258333333328
Zambia,C,1982,21.59958333333333,0.5963250000000038,0.43741666666666673,21.003258333333328
Yemen,C,1950,25.81566666666667,-0.09058888888888816,0.48358333333333325,25.906255555555557
Yemen,C,1953,26.399833333333333,0.49357777777777656,0.5164166666666666,25.906255555555557
Yemen,C,1952,26.081666666666674,0.17541111111111718,0.7099166666666666,25.906255555555557
Yemen,C,1951,26.38808333333333,0.48182777777777375,0.6565833333333333,25.906255555555557
Yemen,C,1946,26.248500000000003,0.34224444444444657,0.6215833333333333,25.906255555555557
Yemen,C,1949,26.128249999999998,0.22199444444444083,0.46749999999999997,25.906255555555557
Yemen,C,1948,26.33466666666666,0.4284111111111031,0.5206666666666666,25.906255555555557
Yemen,C,1947,26.37441666666666,0.4681611111111046,0.5771666666666667,25.906255555555557
Yemen,C,1955,25.956583333333338,0.05032777777778108,0.5619166666666665,25.906255555555557
Yemen,C,1954,26.35008333333333,0.4438277777777735,0.5095000000000001,25.906255555555557
Yemen,C,1960,26.319083333333335,0.41282777777777824,0.67075,25.906255555555557
Yemen,C,1956,25.95716666666667,0.05091111111111246,0.6489166666666667,25.906255555555557
Yemen,C,1957,25.95341666666667,0.04716111111111232,0.7213333333333333,25.906255555555557
Yemen,C,1958,26.47066666666667,0.564411111111113,0.5267499999999999,25.906255555555557
Yemen,C,1959,26.129583333333333,0.2233277777777758,0.565,25.906255555555557
Yemen,C,1961,26.331166666666665,0.4249111111111077,0.8136666666666668,25.906255555555557
Yemen,C,1962,26.197333333333333,0.291077777777776,0.6509166666666667,25.906255555555557
Yemen,C,1963,26.268666666666665,0.3624111111111077,0.6409166666666667,25.906255555555557
Yemen,C,1964,26.09908333333333,0.19282777777777227,0.5938333333333333,25.906255555555557
Yemen,C,1965,25.96766666666666,0.0614111111111022,0.62075,25.906255555555557
Yemen,C,1944,26.49508333333334,0.5888277777777837,0.6538333333333334,25.906255555555557
Yemen,C,1945,26.4525,0.5462444444444436,0.6551666666666668,25.906255555555557
Yemen,C,1933,25.913583333333335,0.007327777777778266,1.1325,25.906255555555557
Yemen,C,1943,26.183750000000003,0.2774944444444465,0.6687500000000001,25.906255555555557
Yemen,C,1931,26.25866666666667,0.35241111111111323,0.9751666666666668,25.906255555555557
Yemen,C,1922,25.849999999999994,-0.05625555555556261,0.8853333333333332,25.906255555555557
Yemen,C,1923,25.833249999999996,-0.07300555555556087,0.7991666666666667,25.906255555555557
Yemen,C,1924,26.319000000000006,0.41274444444444924,0.7549166666666668,25.906255555555557
Yemen,C,1925,26.026,0.11974444444444288,0.8267500000000001,25.906255555555557
Yemen,C,1926,26.49791666666667,0.5916611111111116,0.6542500000000001,25.906255555555557
Yemen,C,1927,26.107916666666668,0.20166111111111107,0.79175,25.906255555555557
Yemen,C,1928,26.190750000000005,0.28449444444444794,0.8608333333333333,25.906255555555557
Yemen,C,1929,26.3005,0.3942444444444426,1.04625,25.906255555555557
Yemen,C,1930,26.107,0.2007444444444424,1.0426666666666666,25.906255555555557
Yemen,C,1932,25.897666666666666,-0.008588888888890978,1.0136666666666667,25.906255555555557
Yemen,C,1942,26.556250000000002,0.6499944444444452,0.7979999999999999,25.906255555555557
Yemen,C,1921,25.702416666666664,-0.20383888888889246,0.9448333333333331,25.906255555555557
Yemen,C,1934,25.90491666666667,-0.0013388888888883343,0.7844166666666667,25.906255555555557
Yemen,C,1935,26.122416666666666,0.21616111111110925,0.8728333333333333,25.906255555555557
Yemen,C,1936,26.10133333333334,0.195077777777783,0.9666666666666665,25.906255555555557
Yemen,C,1937,25.681749999999997,-0.2245055555555595,0.924,25.906255555555557
Yemen,C,1938,25.706083333333336,-0.2001722222222213,1.3331666666666664,25.906255555555557
Yemen,C,1939,25.922749999999997,0.01649444444444015,1.0035,25.906255555555557
Yemen,C,1940,26.3545,0.44824444444444467,0.8230833333333333,25.906255555555557
Yemen,C,1941,26.65008333333333,0.7438277777777742,1.2670833333333336,25.906255555555557
Yemen,C,1966,26.483833333333333,0.5775777777777762,0.6594166666666667,25.906255555555557
Yemen,C,1967,26.26825,0.3619944444444414,0.6702500000000001,25.906255555555557
Yemen,C,1968,26.104833333333335,0.1985777777777784,0.8455833333333332,25.906255555555557
Yemen,C,2003,27.35775,1.4514944444444424,0.6230833333333333,25.906255555555557
Yemen,C,1993,26.402000000000005,0.49574444444444765,0.6404166666666667,25.906255555555557
Yemen,C,1994,26.994249999999997,1.0879944444444405,0.8226666666666667,25.906255555555557
Yemen,C,1995,26.57766666666667,0.6714111111111123,0.6664166666666667,25.906255555555557
Yemen,C,1996,26.546166666666664,0.6399111111111075,0.7003333333333334,25.906255555555557
Yemen,C,1997,26.94,1.0337444444444444,0.7975833333333333,25.906255555555557
Yemen,C,1998,27.36866666666666,1.462411111111102,0.8050833333333335,25.906255555555557
Yemen,C,1999,27.353583333333322,1.4473277777777653,0.8129166666666667,25.906255555555557
Yemen,C,2000,27.43616666666667,1.5299111111111117,0.7606666666666667,25.906255555555557
Yemen,C,2002,27.12516666666666,1.2189111111111046,0.7654166666666667,25.906255555555557
Yemen,C,2004,27.33408333333333,1.4278277777777717,0.8105833333333333,25.906255555555557
Yemen,C,1991,26.594416666666664,0.688161111111107,0.7046666666666664,25.906255555555557
Yemen,C,2005,27.294666666666668,1.388411111111111,0.7364999999999999,25.906255555555557
Yemen,C,2006,27.175,1.2687444444444438,0.66575,25.906255555555557
Yemen,C,2007,27.310750000000002,1.4044944444444454,0.49041666666666656,25.906255555555557
Yemen,C,2008,26.807500000000005,0.9012444444444476,0.6009166666666667,25.906255555555557
Yemen,C,2009,27.34241666666667,1.4361611111111117,0.5464999999999999,25.906255555555557
Yemen,C,2010,27.302750000000003,1.3964944444444463,0.5125000000000001,25.906255555555557
Yemen,C,2011,27.288250000000005,1.381994444444448,0.4575833333333333,25.906255555555557
Yemen,C,2012,27.445000000000004,1.538744444444447,0.67925,25.906255555555557
Yemen,C,1969,26.6905,0.7842444444444432,0.8278333333333333,25.906255555555557
Yemen,C,1992,26.266500000000004,0.36024444444444725,0.5679166666666667,25.906255555555557
Yemen,C,2001,27.06891666666667,1.1626611111111131,0.7710833333333332,25.906255555555557
Yemen,C,1990,26.640666666666664,0.7344111111111076,0.5889166666666666,25.906255555555557
Yemen,C,1979,26.584999999999997,0.6787444444444404,0.7512499999999999,25.906255555555557
Yemen,C,1989,25.894500000000004,-0.011755555555552633,0.645,25.906255555555557
Yemen,C,1971,26.028333333333332,0.12207777777777551,0.7743333333333333,25.906255555555557
Yemen,C,1972,26.486499999999996,0.580244444444439,0.7054166666666667,25.906255555555557
Yemen,C,1973,26.278833333333335,0.3725777777777779,1.1744999999999999,25.906255555555557
Yemen,C,1974,26.097333333333328,0.19107777777777102,1.0570833333333334,25.906255555555557
Yemen,C,1975,25.695166666666665,-0.21108888888889155,1.5421666666666665,25.906255555555557
Yemen,C,1976,25.949,0.042744444444444696,1.0169166666666667,25.906255555555557
Yemen,C,1977,26.81041666666667,0.9041611111111116,0.7770833333333332,25.906255555555557
Yemen,C,1978,26.695750000000004,0.7894944444444469,0.7294166666666667,25.906255555555557
Yemen,C,1970,26.375916666666665,0.4696611111111082,0.7200833333333333,25.906255555555557
Yemen,C,1980,26.85558333333333,0.9493277777777713,0.8596666666666667,25.906255555555557
Yemen,C,1985,25.882583333333333,-0.023672222222224093,0.7727500000000002,25.906255555555557
Yemen,C,1981,26.54233333333333,0.6360777777777713,0.7350833333333333,25.906255555555557
Yemen,C,1987,26.612083333333334,0.7058277777777775,0.8060833333333334,25.906255555555557
Yemen,C,1986,26.054666666666666,0.14841111111110905,0.6933333333333334,25.906255555555557
Yemen,C,1988,26.783916666666666,0.8776611111111094,0.79175,25.906255555555557
Yemen,C,1984,25.85108333333334,-0.05517222222221818,0.9349999999999999,25.906255555555557
Yemen,C,1983,26.244500000000006,0.3382444444444488,0.8904166666666667,25.906255555555557
Yemen,C,1982,26.08275,0.17649444444444384,0.5352500000000001,25.906255555555557
Western Sahara,C,1955,23.1705,0.9704083333333351,0.34391666666666665,22.200091666666665
Western Sahara,C,1947,22.589916666666667,0.38982500000000186,0.40324999999999994,22.200091666666665
Western Sahara,C,1948,22.55258333333333,0.35249166666666554,0.3655,22.200091666666665
Western Sahara,C,1949,22.54375,0.34365833333333384,0.45124999999999993,22.200091666666665
Western Sahara,C,1950,22.47583333333333,0.275741666666665,0.4274166666666667,22.200091666666665
Western Sahara,C,1951,21.95883333333333,-0.24125833333333446,0.42291666666666666,22.200091666666665
Western Sahara,C,1946,21.81375,-0.3863416666666666,0.48441666666666655,22.200091666666665
Western Sahara,C,1952,22.330166666666667,0.1300750000000015,0.34625,22.200091666666665
Western Sahara,C,1953,22.46558333333333,0.2654916666666658,0.41024999999999995,22.200091666666665
Western Sahara,C,1954,21.901666666666667,-0.29842499999999816,0.47125,22.200091666666665
Western Sahara,C,1960,22.423833333333334,0.22374166666666895,0.49733333333333324,22.200091666666665
Western Sahara,C,1956,21.892833333333332,-0.3072583333333334,0.47225000000000006,22.200091666666665
Western Sahara,C,1957,21.94366666666667,-0.2564249999999966,0.5032500000000001,22.200091666666665
Western Sahara,C,1958,22.7325,0.5324083333333363,0.4637500000000001,22.200091666666665
Western Sahara,C,1959,22.108166666666662,-0.09192500000000337,0.43483333333333346,22.200091666666665
Western Sahara,C,1961,23.084,0.8839083333333342,0.423,22.200091666666665
Western Sahara,C,1962,22.717166666666667,0.517075000000002,0.3965,22.200091666666665
Western Sahara,C,1963,22.479249999999997,0.2791583333333314,0.5112500000000001,22.200091666666665
Western Sahara,C,1964,22.786666666666665,0.5865749999999998,0.5478333333333333,22.200091666666665
Western Sahara,C,1965,22.252750000000002,0.052658333333337026,0.3934166666666667,22.200091666666665
Western Sahara,C,1943,22.18641666666667,-0.013674999999995663,0.6616666666666666,22.200091666666665
Western Sahara,C,1945,22.985250000000008,0.7851583333333423,0.50875,22.200091666666665
Western Sahara,C,1967,22.347083333333334,0.1469916666666684,0.39924999999999994,22.200091666666665
Western Sahara,C,1942,22.323333333333334,0.12324166666666869,0.5703333333333332,22.200091666666665
Western Sahara,C,1930,22.247416666666666,0.04732500000000073,1.08775,22.200091666666665
Western Sahara,C,1921,22.11508333333333,-0.08500833333333446,0.7243333333333334,22.200091666666665
Western Sahara,C,1922,22.33583333333333,0.13574166666666443,0.7326666666666665,22.200091666666665
Western Sahara,C,1923,22.54941666666667,0.3493250000000039,0.9685,22.200091666666665
Western Sahara,C,1924,22.514499999999998,0.31440833333333273,0.9557500000000001,22.200091666666665
Western Sahara,C,1925,22.126833333333334,-0.07325833333333165,0.9482499999999998,22.200091666666665
Western Sahara,C,1926,23.23908333333333,1.0389916666666643,0.7040000000000001,22.200091666666665
Western Sahara,C,1927,22.85733333333333,0.6572416666666641,0.8550833333333334,22.200091666666665
Western Sahara,C,1928,22.298333333333332,0.09824166666666656,0.8189166666666666,22.200091666666665
Western Sahara,C,1929,22.3275,0.12740833333333512,0.7281666666666666,22.200091666666665
Western Sahara,C,1931,22.334333333333333,0.13424166666666792,0.48658333333333337,22.200091666666665
Western Sahara,C,1941,22.527083333333334,0.3269916666666681,0.7212500000000001,22.200091666666665
Western Sahara,C,1932,22.218333333333334,0.018241666666668266,0.68025,22.200091666666665
Western Sahara,C,1933,21.89775,-0.30234166666666695,1.3444999999999998,22.200091666666665
Western Sahara,C,1934,21.829916666666673,-0.3701749999999926,0.8131666666666667,22.200091666666665
